# {"t_start": 1583172648.5508003, "env_id": "HaroldReach-v0"} 
r,l,t
-200.0,200,2282.396425
-170.0,200,2284.641175
-200.0,200,2286.892276
-200.0,200,2289.208138
-200.0,200,2291.471009
-200.0,200,2293.702929
-200.0,200,2295.950644
-200.0,200,2298.189945
-200.0,200,2300.433795
-193.0,200,2302.6769
-46.0,200,2304.945057
-173.0,200,2307.245066
-200.0,200,2309.488093
-200.0,200,2311.746142
-134.0,200,2313.996337
-200.0,200,2316.289973
-150.0,200,2318.561423
-200.0,200,2320.815391
-200.0,200,2323.093635
-200.0,200,2325.408286
-178.0,200,2327.699482
-200.0,200,2329.940408
-200.0,200,2332.137515
-200.0,200,2333.087352
-200.0,200,2334.023307
-200.0,200,2334.995266
-200.0,200,2335.962055
-200.0,200,2336.894713
-200.0,200,2337.82062
-200.0,200,2338.723397
-93.0,200,2339.758228
-200.0,200,2340.704801
-200.0,200,2341.712008
-163.0,200,2343.973935
-100.0,200,2346.235198
-200.0,200,2348.560857
-200.0,200,2350.795148
-200.0,200,2353.056731
-169.0,200,2355.31388
-200.0,200,2357.594675
-200.0,200,2359.894082
-49.0,200,2362.160371
-200.0,200,2364.465688
-200.0,200,2366.731399
-200.0,200,2368.991273
-199.0,200,2371.256309
-200.0,200,2373.541241
-200.0,200,2375.812057
-200.0,200,2378.146778
-200.0,200,2380.408258
-200.0,200,2382.717575
-200.0,200,2385.030618
-200.0,200,2387.314041
-200.0,200,2389.606454
-166.0,200,2391.895961
-200.0,200,2394.166159
-200.0,200,2396.467789
-200.0,200,2398.731137
-200.0,200,2401.008582
-142.0,200,2403.309962
-200.0,200,2405.578166
-200.0,200,2407.846663
-200.0,200,2410.118208
-167.0,200,2412.415423
-153.0,200,2414.707928
-200.0,200,2416.939075
-200.0,200,2419.201547
-200.0,200,2421.437809
-200.0,200,2423.755352
-200.0,200,2426.022652
-200.0,200,2428.266273
-83.0,200,2430.536737
-200.0,200,2432.868219
-200.0,200,2435.143426
-200.0,200,2437.374868
-200.0,200,2439.667742
-200.0,200,2441.912636
-200.0,200,2444.17148
-200.0,200,2446.494747
-200.0,200,2448.768735
-200.0,200,2451.059161
-200.0,200,2453.296276
-200.0,200,2455.494931
-200.0,200,2456.472381
-200.0,200,2457.430374
-200.0,200,2458.443815
-200.0,200,2459.401115
-200.0,200,2460.32061
-200.0,200,2461.240382
-200.0,200,2462.170628
-11.0,200,2463.060049
-200.0,200,2463.985179
-200.0,200,2464.988295
-200.0,200,2467.293325
-164.0,200,2469.638716
-200.0,200,2471.89225
-200.0,200,2474.168906
-173.0,200,2476.462866
-200.0,200,2478.736372
-64.0,200,2481.004305
-200.0,200,2483.270901
-44.0,200,2485.507442
-200.0,200,2487.756138
-200.0,200,2489.965832
-200.0,200,2492.16406
-200.0,200,2494.423836
-200.0,200,2496.702312
-200.0,200,2498.96397
-200.0,200,2501.233815
-200.0,200,2503.505297
-200.0,200,2505.73874
-169.0,200,2508.009585
-200.0,200,2510.270174
-200.0,200,2512.569158
-200.0,200,2514.866451
-200.0,200,2517.129801
-200.0,200,2519.404716
-200.0,200,2521.630723
-200.0,200,2523.882667
-148.0,200,2526.152965
-196.0,200,2528.420036
-200.0,200,2530.698867
-93.0,200,2532.931627
-200.0,200,2535.227371
-200.0,200,2537.453668
-200.0,200,2539.681949
-42.0,200,2541.967164
-200.0,200,2544.216536
-200.0,200,2546.48013
-200.0,200,2548.773491
-200.0,200,2551.02714
-99.0,200,2553.307197
-200.0,200,2555.926534
-71.0,200,2558.192249
-200.0,200,2560.429118
-200.0,200,2562.695613
-200.0,200,2564.946165
-200.0,200,2567.194833
-200.0,200,2569.424374
-200.0,200,2571.675604
-200.0,200,2573.922509
-200.0,200,2576.150223
-200.0,200,2578.419139
-200.0,200,2579.341666
-200.0,200,2580.240086
-200.0,200,2581.143004
-200.0,200,2582.078338
-200.0,200,2582.973868
-200.0,200,2583.896547
-200.0,200,2584.80176
-200.0,200,2585.719903
-200.0,200,2586.646458
-200.0,200,2587.670019
-200.0,200,2589.920389
-200.0,200,2592.158125
-200.0,200,2594.429635
-124.0,200,2596.667929
-200.0,200,2598.88335
-200.0,200,2601.106138
-102.0,200,2603.369348
-200.0,200,2605.620545
-105.0,200,2607.934887
-200.0,200,2610.178919
-187.0,200,2612.492158
-200.0,200,2614.770263
-200.0,200,2617.075265
-200.0,200,2619.341269
-188.0,200,2621.625216
-200.0,200,2623.885575
-200.0,200,2626.144581
-148.0,200,2628.405036
-200.0,200,2630.661198
-68.0,200,2632.905534
-200.0,200,2635.138738
-200.0,200,2637.404354
-103.0,200,2639.661798
-200.0,200,2641.937665
-200.0,200,2644.220438
-200.0,200,2646.527576
-21.0,200,2648.759543
-200.0,200,2651.04071
-200.0,200,2653.328621
-200.0,200,2655.613308
-200.0,200,2657.869257
-200.0,200,2660.148489
-71.0,200,2662.390602
-121.0,200,2664.645999
-200.0,200,2666.915021
-200.0,200,2669.207516
-200.0,200,2671.521015
-163.0,200,2673.792882
-200.0,200,2676.085574
-200.0,200,2678.32694
-179.0,200,2680.622324
-96.0,200,2682.907127
-200.0,200,2685.15544
-200.0,200,2687.402614
-200.0,200,2689.71335
-200.0,200,2692.006902
-200.0,200,2694.322371
-200.0,200,2696.621169
-200.0,200,2698.900665
-200.0,200,2701.183928
-200.0,200,2702.111677
-200.0,200,2703.067726
-200.0,200,2704.053051
-200.0,200,2704.964707
-200.0,200,2705.958696
-200.0,200,2706.942211
-200.0,200,2708.034887
-200.0,200,2708.963286
-200.0,200,2709.90325
-38.0,200,2710.92508
-200.0,200,2713.245876
-200.0,200,2715.503186
-200.0,200,2717.762306
-200.0,200,2720.019872
-194.0,200,2722.303668
-200.0,200,2724.639984
-200.0,200,2726.894979
-200.0,200,2729.134303
-200.0,200,2731.427863
-200.0,200,2733.730526
-200.0,200,2736.019679
-200.0,200,2738.266607
-200.0,200,2740.518618
-200.0,200,2742.784329
-200.0,200,2745.050524
-200.0,200,2747.328834
-27.0,200,2749.618273
-200.0,200,2751.874453
-200.0,200,2754.160339
-200.0,200,2756.401687
-200.0,200,2758.635676
-200.0,200,2760.895787
-200.0,200,2763.176692
-200.0,200,2765.451488
-200.0,200,2767.713055
-200.0,200,2770.061828
-186.0,200,2772.363342
-200.0,200,2774.631828
-133.0,200,2776.935228
-200.0,200,2779.218452
-200.0,200,2781.550628
-200.0,200,2783.85308
-200.0,200,2786.126517
-139.0,200,2788.445879
-200.0,200,2790.758482
-200.0,200,2793.030594
-18.0,200,2795.34011
-200.0,200,2797.627051
-200.0,200,2799.906434
-200.0,200,2802.126027
-200.0,200,2804.439092
-200.0,200,2806.771686
-156.0,200,2809.101181
-200.0,200,2811.363744
-176.0,200,2813.704358
-200.0,200,2815.94298
-200.0,200,2818.245849
-200.0,200,2820.535594
-200.0,200,2822.83703
-200.0,200,2825.073642
-200.0,200,2826.032073
-200.0,200,2826.942511
-200.0,200,2827.868022
-200.0,200,2828.824738
-200.0,200,2829.830439
-200.0,200,2830.783442
-94.0,200,2831.71045
-200.0,200,2832.649184
-200.0,200,2833.619641
-200.0,200,2834.604064
-200.0,200,2836.935034
-200.0,200,2839.231628
-200.0,200,2841.551142
-200.0,200,2843.869018
-200.0,200,2846.192365
-87.0,200,2848.488328
-200.0,200,2850.77442
-200.0,200,2853.07626
-200.0,200,2855.346694
-46.0,200,2857.617772
-199.0,200,2859.926642
-149.0,200,2862.238052
-198.0,200,2864.521288
-200.0,200,2866.824198
-188.0,200,2869.142037
-200.0,200,2871.440864
-200.0,200,2873.763228
-156.0,200,2876.102133
-200.0,200,2878.446791
-187.0,200,2880.734938
-200.0,200,2882.987247
-199.0,200,2885.261217
-200.0,200,2887.584045
-200.0,200,2889.822081
-200.0,200,2892.148921
-200.0,200,2894.471779
-200.0,200,2896.782743
-200.0,200,2899.102479
-200.0,200,2901.430429
-200.0,200,2903.756649
-134.0,200,2906.106007
-200.0,200,2908.431769
-200.0,200,2910.73363
-200.0,200,2913.015956
-200.0,200,2915.31018
-200.0,200,2917.60853
-200.0,200,2919.908447
-200.0,200,2922.196969
-175.0,200,2924.480468
-200.0,200,2926.797844
-175.0,200,2929.109916
-200.0,200,2931.429558
-200.0,200,2933.712464
-200.0,200,2936.032301
-200.0,200,2938.328796
-184.0,200,2940.661253
-200.0,200,2942.965885
-200.0,200,2945.235431
-200.0,200,2947.565716
-200.0,200,2949.807937
-200.0,200,2950.692995
-200.0,200,2951.615501
-200.0,200,2952.530176
-200.0,200,2953.470399
-200.0,200,2954.49389
-200.0,200,2955.416901
-200.0,200,2956.354085
-200.0,200,2957.267106
-200.0,200,2958.18939
-199.0,200,2959.195227
-200.0,200,2961.485057
-200.0,200,2963.803276
-200.0,200,2966.127457
-200.0,200,2968.41129
-200.0,200,2970.721088
-200.0,200,2973.029493
-200.0,200,2975.338704
-64.0,200,2977.659244
-200.0,200,2979.977417
-42.0,200,2982.276403
-200.0,200,2984.62244
-200.0,200,2986.927928
-200.0,200,2989.238759
-186.0,200,2991.539317
-200.0,200,2993.878337
-200.0,200,2996.247055
-200.0,200,2998.567167
-103.0,200,3000.871448
-200.0,200,3003.191754
-200.0,200,3005.500972
-200.0,200,3007.812836
-200.0,200,3010.163495
-200.0,200,3012.488151
-200.0,200,3014.822322
-200.0,200,3017.108703
-200.0,200,3019.383397
-168.0,200,3021.673068
-200.0,200,3024.004522
-200.0,200,3026.287948
-200.0,200,3028.65705
-200.0,200,3030.968199
-200.0,200,3033.248322
-200.0,200,3035.566287
-200.0,200,3037.882514
-200.0,200,3040.158733
-200.0,200,3042.437965
-200.0,200,3044.723604
-200.0,200,3047.011919
-90.0,200,3049.285969
-200.0,200,3051.602314
-200.0,200,3053.856639
-200.0,200,3056.171907
-200.0,200,3058.494289
-200.0,200,3060.803216
-200.0,200,3063.109938
-194.0,200,3065.438912
-196.0,200,3067.739859
-200.0,200,3070.038376
-200.0,200,3072.346598
-200.0,200,3074.568699
-197.0,200,3075.514777
-200.0,200,3076.476182
-200.0,200,3077.381056
-200.0,200,3078.319163
-200.0,200,3079.315069
-200.0,200,3080.251341
-200.0,200,3081.176633
-200.0,200,3082.095804
-9.0,200,3082.981632
-140.0,200,3083.973009
-200.0,200,3086.284073
-200.0,200,3088.574971
-200.0,200,3090.871473
-58.0,200,3093.161017
-200.0,200,3095.45498
-200.0,200,3097.754185
-200.0,200,3100.011232
-200.0,200,3102.327207
-200.0,200,3104.64273
-200.0,200,3106.93725
-200.0,200,3109.238401
-200.0,200,3111.549091
-148.0,200,3113.8479
-200.0,200,3116.177536
-200.0,200,3118.510366
-60.0,200,3120.828097
-196.0,200,3123.132945
-200.0,200,3125.443788
-200.0,200,3127.762776
-194.0,200,3130.035948
-200.0,200,3132.356712
-127.0,200,3134.676579
-200.0,200,3137.00318
-200.0,200,3139.317253
-16.0,200,3141.584623
-200.0,200,3143.882302
-200.0,200,3146.213088
-200.0,200,3148.563311
-200.0,200,3150.878993
-200.0,200,3153.192268
-188.0,200,3155.762971
-200.0,200,3158.079687
-200.0,200,3160.452362
-200.0,200,3162.75694
-200.0,200,3165.08133
-200.0,200,3167.414669
-200.0,200,3169.73658
-200.0,200,3172.216995
-200.0,200,3174.474471
-168.0,200,3176.784712
-152.0,200,3179.066326
-200.0,200,3181.401427
-158.0,200,3183.721602
-105.0,200,3186.04968
-200.0,200,3188.338545
-200.0,200,3190.591999
-200.0,200,3192.903157
-200.0,200,3195.232473
-200.0,200,3197.555967
-200.0,200,3199.806515
-200.0,200,3200.726633
-200.0,200,3201.667366
-200.0,200,3202.60994
-200.0,200,3203.616702
-200.0,200,3204.510808
-200.0,200,3205.419368
-200.0,200,3206.330221
-200.0,200,3207.315804
-200.0,200,3208.246191
-200.0,200,3209.267844
-37.0,200,3211.563169
-199.0,200,3213.925384
-169.0,200,3216.282686
-180.0,200,3218.603955
-200.0,200,3220.95675
-187.0,200,3223.285942
-200.0,200,3225.588804
-200.0,200,3227.89897
-196.0,200,3230.274012
-200.0,200,3232.667613
-200.0,200,3234.979235
-198.0,200,3237.292749
-94.0,200,3239.63555
-130.0,200,3241.980909
-200.0,200,3244.292044
-193.0,200,3246.609581
-56.0,200,3248.947666
-200.0,200,3251.250702
-200.0,200,3253.566796
-200.0,200,3255.872916
-200.0,200,3258.260684
-200.0,200,3260.556497
-158.0,200,3262.881216
-200.0,200,3265.212728
-198.0,200,3267.51928
-200.0,200,3269.828062
-64.0,200,3272.126047
-200.0,200,3274.420452
-200.0,200,3276.72766
-200.0,200,3279.037279
-200.0,200,3281.348703
-200.0,200,3283.67429
-200.0,200,3285.975124
-200.0,200,3288.346076
-200.0,200,3290.660324
-200.0,200,3293.010431
-200.0,200,3295.343821
-200.0,200,3297.677184
-200.0,200,3299.976776
-200.0,200,3302.295356
-200.0,200,3304.595916
-200.0,200,3306.955984
-200.0,200,3309.285499
-200.0,200,3311.612797
-103.0,200,3313.924077
-200.0,200,3316.238114
-200.0,200,3318.575755
-200.0,200,3320.898245
-88.0,200,3323.193156
-200.0,200,3325.454695
-200.0,200,3326.459881
-200.0,200,3327.418983
-200.0,200,3328.315602
-200.0,200,3329.235791
-200.0,200,3330.244752
-200.0,200,3331.221199
-200.0,200,3332.148457
-200.0,200,3333.06423
-188.0,200,3334.128014
-200.0,200,3335.132379
-200.0,200,3337.477211
-186.0,200,3339.826937
-35.0,200,3342.141225
-200.0,200,3344.484979
-200.0,200,3346.845114
-200.0,200,3349.159007
-200.0,200,3351.496259
-200.0,200,3353.796473
-128.0,200,3356.086736
-200.0,200,3358.398527
-199.0,200,3360.731421
-172.0,200,3363.058198
-200.0,200,3365.37587
-114.0,200,3367.70389
-200.0,200,3370.00308
-200.0,200,3372.322323
-200.0,200,3374.656093
-200.0,200,3376.995132
-200.0,200,3379.343689
-200.0,200,3381.702573
-129.0,200,3384.095074
-200.0,200,3386.427157
-134.0,200,3388.739685
-200.0,200,3391.023706
-200.0,200,3393.285489
-157.0,200,3395.623241
-200.0,200,3397.890312
-200.0,200,3400.186583
-200.0,200,3402.49848
-200.0,200,3404.84994
-200.0,200,3407.156614
-200.0,200,3409.464003
-200.0,200,3411.788614
-200.0,200,3414.056887
-168.0,200,3416.36472
-200.0,200,3418.637186
-200.0,200,3420.938407
-73.0,200,3423.262146
-200.0,200,3425.551417
-200.0,200,3427.879535
-200.0,200,3430.180589
-178.0,200,3432.527128
-200.0,200,3434.875555
-109.0,200,3437.198975
-159.0,200,3439.505588
-200.0,200,3441.776326
-200.0,200,3444.067924
-200.0,200,3446.338683
-200.0,200,3448.651131
-200.0,200,3450.878602
-200.0,200,3451.817539
-200.0,200,3452.759196
-200.0,200,3453.710604
-200.0,200,3454.59392
-200.0,200,3455.519775
-200.0,200,3456.426038
-200.0,200,3457.364151
-197.0,200,3458.426216
-200.0,200,3459.307965
-199.0,200,3460.291311
-200.0,200,3462.60526
-200.0,200,3464.890614
-200.0,200,3467.237175
-200.0,200,3469.541498
-200.0,200,3471.900268
-175.0,200,3474.253313
-195.0,200,3476.623515
-200.0,200,3478.935687
-200.0,200,3481.255823
-200.0,200,3483.610399
-200.0,200,3485.92483
-83.0,200,3488.261866
-200.0,200,3490.639761
-200.0,200,3493.010577
-200.0,200,3495.291785
-166.0,200,3497.622189
-200.0,200,3500.002772
-200.0,200,3502.307968
-200.0,200,3504.613809
-200.0,200,3506.952932
-200.0,200,3509.285312
-200.0,200,3511.574138
-200.0,200,3513.897959
-200.0,200,3516.177224
-200.0,200,3518.451445
-200.0,200,3520.77053
-169.0,200,3523.083901
-200.0,200,3525.468594
-200.0,200,3527.807124
-200.0,200,3530.121389
-60.0,200,3532.46221
-200.0,200,3534.835481
-200.0,200,3537.180191
-200.0,200,3539.484164
-71.0,200,3541.833898
-200.0,200,3544.173462
-200.0,200,3546.522762
-200.0,200,3548.863008
-200.0,200,3551.199784
-13.0,200,3553.515774
-190.0,200,3555.848772
-200.0,200,3558.166027
-200.0,200,3560.498587
-200.0,200,3562.822958
-200.0,200,3565.133689
-200.0,200,3567.479974
-160.0,200,3569.859498
-200.0,200,3572.198409
-149.0,200,3574.517936
-200.0,200,3576.758008
-200.0,200,3577.692457
-200.0,200,3578.702629
-13.0,200,3579.706666
-200.0,200,3580.651953
-200.0,200,3581.564892
-200.0,200,3582.47328
-200.0,200,3583.370989
-200.0,200,3584.3757
-200.0,200,3585.322172
-25.0,200,3586.311597
-200.0,200,3588.58952
-200.0,200,3590.902716
-200.0,200,3593.226385
-200.0,200,3595.567167
-185.0,200,3597.905849
-200.0,200,3600.190225
-200.0,200,3602.539952
-200.0,200,3604.885441
-200.0,200,3607.229522
-200.0,200,3609.571163
-172.0,200,3611.906378
-200.0,200,3614.30255
-200.0,200,3616.618279
-200.0,200,3618.904858
-200.0,200,3621.245079
-200.0,200,3623.544714
-200.0,200,3625.916014
-200.0,200,3628.227197
-200.0,200,3630.562766
-200.0,200,3632.854633
-142.0,200,3635.195122
-200.0,200,3637.539472
-200.0,200,3639.818692
-139.0,200,3642.188478
-200.0,200,3644.543624
-200.0,200,3646.906239
-199.0,200,3649.21479
-200.0,200,3651.558075
-200.0,200,3653.894047
-200.0,200,3656.239607
-200.0,200,3658.635833
-200.0,200,3660.932841
-99.0,200,3663.295754
-200.0,200,3665.594303
-200.0,200,3667.952764
-200.0,200,3670.299996
-200.0,200,3672.603452
-25.0,200,3674.943249
-200.0,200,3677.305496
-200.0,200,3679.736944
-200.0,200,3682.085458
-36.0,200,3684.403976
-200.0,200,3686.776897
-200.0,200,3689.19851
-200.0,200,3691.553695
-200.0,200,3693.931029
-200.0,200,3696.284372
-200.0,200,3698.64944
-200.0,200,3700.961232
-200.0,200,3703.215041
-200.0,200,3704.107293
-200.0,200,3705.014932
-200.0,200,3705.935635
-200.0,200,3706.903247
-200.0,200,3707.827941
-200.0,200,3708.750239
-200.0,200,3709.698138
-3.0,200,3710.633419
-200.0,200,3711.566815
-200.0,200,3712.531914
-187.0,200,3714.922028
-200.0,200,3717.279802
-200.0,200,3719.624784
-200.0,200,3721.971453
-200.0,200,3724.323722
-200.0,200,3726.680254
-200.0,200,3728.98484
-200.0,200,3731.345133
-200.0,200,3733.753465
-53.0,200,3736.16048
-200.0,200,3738.546878
-200.0,200,3740.857898
-200.0,200,3743.220018
-200.0,200,3745.599447
-200.0,200,3747.976244
-200.0,200,3750.324732
-200.0,200,3752.658532
-200.0,200,3755.025727
-200.0,200,3757.416538
-98.0,200,3759.789855
-200.0,200,3762.171018
-200.0,200,3764.544722
-200.0,200,3766.896063
-200.0,200,3769.294803
-200.0,200,3771.665156
-200.0,200,3774.079455
-200.0,200,3776.464562
-200.0,200,3778.849193
-198.0,200,3781.243986
-178.0,200,3783.622903
-185.0,200,3786.010988
-199.0,200,3788.40733
-200.0,200,3790.770733
-200.0,200,3793.165548
-200.0,200,3795.560139
-200.0,200,3797.943102
-200.0,200,3800.344986
-200.0,200,3802.733282
-200.0,200,3805.103531
-107.0,200,3807.497896
-200.0,200,3809.910977
-61.0,200,3812.290968
-200.0,200,3814.679845
-200.0,200,3817.006367
-200.0,200,3819.38247
-200.0,200,3821.755952
-200.0,200,3824.119662
-34.0,200,3826.432623
-111.0,200,3828.777146
-200.0,200,3831.066929
-200.0,200,3831.965904
-14.0,200,3832.923082
-200.0,200,3833.864088
-200.0,200,3834.870843
-200.0,200,3835.799191
-200.0,200,3836.753424
-200.0,200,3837.711299
-200.0,200,3838.717129
-200.0,200,3839.644569
-200.0,200,3840.643078
-200.0,200,3843.013746
-200.0,200,3845.370296
-200.0,200,3847.744973
-12.0,200,3850.147733
-200.0,200,3852.505297
-52.0,200,3854.860915
-200.0,200,3857.259516
-200.0,200,3859.621252
-200.0,200,3861.999136
-200.0,200,3864.353766
-36.0,200,3866.744484
-200.0,200,3869.146087
-200.0,200,3871.528403
-200.0,200,3873.916013
-200.0,200,3876.274063
-200.0,200,3878.643698
-200.0,200,3881.059079
-200.0,200,3883.460685
-200.0,200,3885.829394
-200.0,200,3888.186064
-200.0,200,3890.55162
-149.0,200,3892.934132
-39.0,200,3895.307967
-200.0,200,3897.702852
-200.0,200,3900.13159
-200.0,200,3902.536484
-200.0,200,3904.993593
-200.0,200,3907.423548
-200.0,200,3909.798614
-31.0,200,3912.169523
-200.0,200,3914.600151
-200.0,200,3916.98922
-200.0,200,3919.409954
-200.0,200,3921.784779
-200.0,200,3924.245731
-200.0,200,3926.679324
-200.0,200,3929.123284
-200.0,200,3931.54062
-200.0,200,3933.913366
-200.0,200,3936.313391
-200.0,200,3938.725733
-200.0,200,3941.115726
-200.0,200,3943.530642
-200.0,200,3945.935335
-200.0,200,3948.295569
-200.0,200,3950.702826
-200.0,200,3953.096811
-200.0,200,3955.545148
-129.0,200,3957.955407
-200.0,200,3960.314127
-200.0,200,3961.38876
-200.0,200,3962.292089
-200.0,200,3963.209853
-200.0,200,3964.167311
-5.0,200,3965.092794
-200.0,200,3966.032973
-200.0,200,3967.033673
-200.0,200,3967.951455
-200.0,200,3968.874668
-200.0,200,3969.854388
-200.0,200,3972.246929
-200.0,200,3974.64294
-200.0,200,3977.079561
-200.0,200,3979.464435
-200.0,200,3981.85766
-200.0,200,3984.267839
-200.0,200,3986.654289
-200.0,200,3989.074581
-200.0,200,3991.472819
-200.0,200,3993.865902
-200.0,200,3996.268357
-169.0,200,3998.686265
-200.0,200,4001.084224
-135.0,200,4003.499326
-75.0,200,4005.89665
-200.0,200,4008.278851
-200.0,200,4010.6798
-43.0,200,4013.101394
-200.0,200,4015.493763
-200.0,200,4017.926287
-32.0,200,4020.377513
-200.0,200,4022.757524
-200.0,200,4025.191761
-188.0,200,4027.643313
-190.0,200,4030.043419
-200.0,200,4032.470437
-200.0,200,4034.861875
-200.0,200,4037.251024
-200.0,200,4039.662852
-200.0,200,4042.030795
-200.0,200,4044.450137
-200.0,200,4046.823634
-200.0,200,4049.224741
-200.0,200,4051.604975
-47.0,200,4054.028735
-190.0,200,4056.399321
-66.0,200,4058.837828
-200.0,200,4061.314043
-178.0,200,4063.776645
-200.0,200,4066.210722
-200.0,200,4068.62114
-200.0,200,4070.982274
-28.0,200,4073.39612
-200.0,200,4075.804678
-83.0,200,4078.263601
-200.0,200,4080.620662
-200.0,200,4083.041953
-200.0,200,4085.462118
-91.0,200,4087.865516
-6.0,200,4090.258356
-200.0,200,4091.164018
-200.0,200,4092.061707
-200.0,200,4092.984422
-200.0,200,4093.90291
-200.0,200,4094.858559
-200.0,200,4095.854352
-200.0,200,4096.786944
-7.0,200,4097.772133
-200.0,200,4098.707046
-200.0,200,4099.713521
-200.0,200,4102.147472
-63.0,200,4104.55714
-200.0,200,4106.951545
-200.0,200,4109.316102
-200.0,200,4111.735698
-200.0,200,4114.167393
-200.0,200,4116.610905
-200.0,200,4119.018448
-200.0,200,4121.468252
-200.0,200,4123.929558
-200.0,200,4126.35441
-195.0,200,4128.768636
-200.0,200,4131.185751
-200.0,200,4133.586463
-200.0,200,4136.012691
-200.0,200,4138.453232
-200.0,200,4140.888527
-200.0,200,4143.316844
-133.0,200,4145.767587
-200.0,200,4148.193588
-34.0,200,4150.616278
-200.0,200,4153.022497
-196.0,200,4155.467601
-200.0,200,4157.898458
-200.0,200,4160.340142
-64.0,200,4162.777427
-23.0,200,4165.197567
-200.0,200,4167.661992
-200.0,200,4170.09561
-68.0,200,4172.549165
-200.0,200,4174.944575
-200.0,200,4177.340829
-200.0,200,4179.75275
-200.0,200,4182.249723
-200.0,200,4184.705768
-163.0,200,4187.169286
-200.0,200,4189.572648
-200.0,200,4191.980721
-200.0,200,4194.93364
-113.0,200,4197.393157
-200.0,200,4199.812048
-200.0,200,4202.264144
-36.0,200,4204.69283
-200.0,200,4207.092425
-200.0,200,4209.5027
-200.0,200,4211.883501
-200.0,200,4214.329205
-178.0,200,4216.774938
-200.0,200,4219.235163
-200.0,200,4221.60727
-200.0,200,4222.63981
-200.0,200,4223.589393
-11.0,200,4224.504049
-169.0,200,4225.450662
-200.0,200,4226.372061
-200.0,200,4227.283545
-200.0,200,4228.249755
-200.0,200,4229.196267
-200.0,200,4230.122588
-200.0,200,4231.123842
-200.0,200,4233.580035
-200.0,200,4235.990591
-200.0,200,4238.448304
-200.0,200,4240.92077
-200.0,200,4243.377609
-200.0,200,4245.821668
-200.0,200,4248.237329
-200.0,200,4250.703511
-200.0,200,4253.202734
-200.0,200,4255.647102
-200.0,200,4258.152218
-200.0,200,4260.605118
-200.0,200,4263.736194
-200.0,200,4266.181796
-200.0,200,4268.66097
-200.0,200,4271.103023
-200.0,200,4273.564684
-200.0,200,4276.048584
-200.0,200,4278.529788
-200.0,200,4280.971841
-68.0,200,4283.408385
-153.0,200,4285.89066
-101.0,200,4288.34466
-200.0,200,4290.787493
-200.0,200,4293.213114
-200.0,200,4295.656615
-200.0,200,4298.095348
-200.0,200,4300.59651
-200.0,200,4303.011746
-200.0,200,4305.441503
-200.0,200,4307.861634
-200.0,200,4310.365546
-200.0,200,4312.820599
-195.0,200,4315.241907
-200.0,200,4317.672229
-200.0,200,4320.114942
-200.0,200,4322.580723
-132.0,200,4325.032973
-200.0,200,4327.489185
-200.0,200,4329.929536
-200.0,200,4332.357054
-145.0,200,4334.816933
-200.0,200,4337.288323
-98.0,200,4339.713238
-200.0,200,4342.17111
-200.0,200,4344.681624
-200.0,200,4347.168426
-200.0,200,4349.617207
-200.0,200,4352.052008
-14.0,200,4354.405047
-200.0,200,4355.33264
-200.0,200,4356.295761
-200.0,200,4357.21196
-200.0,200,4358.118245
-200.0,200,4359.080284
-200.0,200,4360.054896
-200.0,200,4360.979403
-147.0,200,4361.990537
-200.0,200,4362.916021
-200.0,200,4363.944243
-200.0,200,4366.368801
-200.0,200,4368.865857
-200.0,200,4371.311485
-200.0,200,4373.754092
-200.0,200,4376.203701
-200.0,200,4378.64392
-197.0,200,4381.015812
-200.0,200,4383.531842
-200.0,200,4385.993339
-200.0,200,4388.439558
-200.0,200,4390.838868
-200.0,200,4393.284622
-200.0,200,4395.766137
-42.0,200,4398.231627
-200.0,200,4400.667147
-200.0,200,4403.091567
-200.0,200,4405.520044
-200.0,200,4408.066515
-200.0,200,4410.558586
-200.0,200,4413.046869
-200.0,200,4415.486586
-200.0,200,4417.932327
-37.0,200,4420.439567
-200.0,200,4422.931411
-198.0,200,4425.407492
-200.0,200,4428.05009
-200.0,200,4430.592567
-200.0,200,4433.163382
-200.0,200,4435.864958
-78.0,200,4438.468644
-200.0,200,4441.01059
-200.0,200,4443.528276
-200.0,200,4446.083244
-200.0,200,4448.623483
-200.0,200,4451.19445
-200.0,200,4453.768369
-200.0,200,4456.3036
-200.0,200,4458.91815
-157.0,200,4461.639798
-200.0,200,4464.478371
-200.0,200,4467.059884
-200.0,200,4469.65935
-200.0,200,4472.23001
-200.0,200,4474.799219
-200.0,200,4477.435619
-200.0,200,4480.047035
-200.0,200,4482.587589
-200.0,200,4485.072271
-200.0,200,4487.600432
-200.0,200,4490.081984
-200.0,200,4491.014156
-25.0,200,4492.040457
-200.0,200,4493.166812
-200.0,200,4494.161497
-200.0,200,4495.202455
-200.0,200,4496.195695
-182.0,200,4497.243873
-200.0,200,4498.267892
-200.0,200,4499.249377
-200.0,200,4500.328187
-200.0,200,4502.931802
-200.0,200,4505.538379
-200.0,200,4508.12051
-200.0,200,4510.687075
-200.0,200,4513.210043
-200.0,200,4515.780264
-200.0,200,4518.461705
-200.0,200,4521.015767
-200.0,200,4523.549612
-200.0,200,4526.097314
-200.0,200,4528.724014
-200.0,200,4531.334557
-200.0,200,4533.870894
-200.0,200,4536.42883
-97.0,200,4539.020574
-200.0,200,4541.792887
-200.0,200,4544.34934
-200.0,200,4546.953161
-200.0,200,4549.530557
-200.0,200,4552.096984
